idx,inchi_key,smiles,cf_kingdom,cf_superclass,cf_class,cf_subclass,cf_direct_parent,npc_class_results,npc_superclass_results,npc_pathway_results,npc_isglycoside,kmedoid_10,kmedoid_20,kmedoid_25,kmedoid_30,kmedoid_35,kmedoid_40,kmedoid_45,kmedoid_50,kmedoid_100
531,FJKYEEIXZIAAOS-NRFANRHFSA-N,OC(=O)[C@@H](NC(=O)COc1ccc2c3CCCCc3c(=O)oc2c1)c4ccccc4,Organic_compounds,Organic_acids_and_derivatives,Carboxylic_acids_and_derivatives,"Amino_acids,_peptides,_and_analogues",N-acyl-L-alpha-amino_acids,Simple_coumarins,Coumarins,Shikimates_and_Phenylpropanoids,0,KM_2,KM_7,KM_21,KM_29,KM_34,KM_26,KM_16,KM_29,KM_51
532,WLWAYPFRKDSFCL-GZVSMZSWSA-N,COc1ccc(CCOC2OC(CO)C(OC(=O)/C=C/c3ccc(O)c(OC)c3)C(O[C@H]4O[C@@H](C)[C@H](O)[C@@H](O)[C@H]4O)C2O)cc1O,Organic_compounds,Phenylpropanoids_and_polyketides,Cinnamic_acids_and_derivatives,Hydroxycinnamic_acids_and_derivatives,Coumaric_acids_and_derivatives,Cinnamic_acids_and_derivatives;_Phenylethanoids,Phenylethanoids_(C6-C2);_Phenylpropanoids_(C6-C3),Shikimates_and_Phenylpropanoids,1,KM_7,KM_11,KM_20,KM_10,KM_17,KM_17,KM_37,KM_37,KM_26
533,WLWAYPFRKDSFCL-GZVSMZSWSA-N,COc1ccc(CCOC2OC(CO)C(OC(=O)/C=C/c3ccc(O)c(OC)c3)C(O[C@H]4O[C@@H](C)[C@H](O)[C@@H](O)[C@H]4O)C2O)cc1O,Organic_compounds,Phenylpropanoids_and_polyketides,Cinnamic_acids_and_derivatives,Hydroxycinnamic_acids_and_derivatives,Coumaric_acids_and_derivatives,Cinnamic_acids_and_derivatives;_Phenylethanoids,Phenylethanoids_(C6-C2);_Phenylpropanoids_(C6-C3),Shikimates_and_Phenylpropanoids,1,KM_7,KM_15,KM_8,KM_9,KM_17,KM_17,KM_20,KM_17,KM_26
534,ZDTDTQOXWAEZGP-FKBYEOEOSA-N,CSCC[C@H](NC(=O)[C@H](Cc1ccccc1)n2c(=O)[nH]c3ccccc3c2=O)C(=O)N4CCC[C@H]4C(=O)O,Organic_compounds,Organic_acids_and_derivatives,Carboxylic_acids_and_derivatives,"Amino_acids,_peptides,_and_analogues",Oligopeptides,Dipeptides,Small_peptides,Amino_acids_and_Peptides,0,KM_1,KM_9,KM_12,KM_24,KM_26,KM_39,KM_44,KM_44,KM_50
535,TVZBMYDJHZPXMZ-VRJTXETASA-N,CC(C)C[C@H](N)C(=O)N1CCC(CC1)C(=O)N[C@@H](C(C)C)C(=O)NC(C)c2ccccc2,Organic_compounds,Organic_acids_and_derivatives,Peptidomimetics,Hybrid_peptides,Hybrid_peptides,Tripeptides,Small_peptides,Amino_acids_and_Peptides,0,KM_5,KM_1,KM_1,KM_1,KM_10,KM_13,KM_13,KM_13,KM_60
536,NLLKBEGFXZYBFX-UHFFFAOYSA-N,CCOC(=O)c1ccc2[nH]c3ccccc3c2c1,Organic_compounds,Organoheterocyclic_compounds,Indoles_and_derivatives,Carbazoles,Carbazoles,Carbazole_alkaloids,Tryptophan_alkaloids,Alkaloids,0,KM_0,KM_16,KM_5,KM_26,KM_5,KM_5,KM_32,KM_36,KM_9
537,QSDALNKTMACYSH-KKSFZXQISA-N,C[C@H](NC(=O)[C@H](Cc1ccccc1)n2c(=O)[nH]c3ccccc3c2=O)C(=O)N4CCC(CC4)C(=O)O,Organic_compounds,Organic_acids_and_derivatives,Carboxylic_acids_and_derivatives,"Amino_acids,_peptides,_and_analogues",N-acyl-alpha_amino_acids_and_derivatives,,,Amino_acids_and_Peptides,0,KM_1,KM_9,KM_12,KM_24,KM_26,KM_39,KM_44,KM_44,KM_50
538,HYTBGBFBMYXFFD-UHFFFAOYSA-N,CCc1cc(=O)oc2c3CCC(C)(C)Oc3cc(OCC(=O)Nc4cccnc4)c12,Organic_compounds,Phenylpropanoids_and_polyketides,Coumarins_and_derivatives,Pyranocoumarins,Angular_pyranocoumarins,Simple_coumarins,Coumarins,Shikimates_and_Phenylpropanoids,0,KM_7,KM_11,KM_19,KM_17,KM_17,KM_17,KM_20,KM_17,KM_62
539,XBPWLKPUHTUZBZ-AZUAARDMSA-N,CC(C)C[C@H](NC(=O)N1CCn2c1nc3ccccc23)C(=O)N[C@@H](C(=O)O)c4ccccc4,Organic_compounds,Organic_acids_and_derivatives,Carboxylic_acids_and_derivatives,"Amino_acids,_peptides,_and_analogues",Dipeptides,Dipeptides,Small_peptides,Amino_acids_and_Peptides,0,KM_4,KM_17,KM_14,KM_15,KM_8,KM_5,KM_32,KM_28,KM_65
540,HHFGRBVNICWEBY-CAOCKLPOSA-N,CC(C)[C@@H]1N(C(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@@H](C(=O)O)c3ccccc3)c4ccccc4NC1=O,Organic_compounds,Organic_acids_and_derivatives,Carboxylic_acids_and_derivatives,"Amino_acids,_peptides,_and_analogues",Dipeptides,,,Alkaloids;_Amino_acids_and_Peptides,0,KM_8,KM_8,KM_11,KM_14,KM_14,KM_10,KM_12,KM_15,KM_63
541,XSZBMKCCHHTLGD-WKILWMFISA-N,Cc1cc(OCC(=O)NC[C@H]2CC[C@@H](CC2)C(=O)O)c3c(C)c(C)c(=O)oc3c1,Organic_compounds,Phenylpropanoids_and_polyketides,Coumarins_and_derivatives,,Coumarins_and_derivatives,Simple_coumarins,Coumarins,Shikimates_and_Phenylpropanoids,0,KM_2,KM_14,KM_16,KM_27,KM_27,KM_31,KM_16,KM_31,KM_68
542,LPBWCURTDGRRTE-UHFFFAOYSA-N,Cc1c(Cc2ccccc2)c(=O)oc3cc(OCC(=O)N4CCC(CC4)C(=O)O)ccc13,Organic_compounds,Phenylpropanoids_and_polyketides,Coumarins_and_derivatives,,Coumarins_and_derivatives,Simple_coumarins,Coumarins,Shikimates_and_Phenylpropanoids,0,KM_2,KM_14,KM_16,KM_27,KM_27,KM_29,KM_9,KM_18,KM_79
543,XBFSDEKOTLYPJU-SXZUIPJJSA-N,COc1ccc(C(=O)/C=C/c2ccc(O)cc2)c(O)c1C/C=C(\C)/CCC=C(C)C,Organic_compounds,Phenylpropanoids_and_polyketides,"Linear_1,3-diarylpropanoids",Chalcones_and_dihydrochalcones,3-prenylated_chalcones,Chalcones,Flavonoids,Shikimates_and_Phenylpropanoids,0,KM_7,KM_11,KM_20,KM_10,KM_33,KM_37,KM_37,KM_37,KM_37
544,CEJHFPRKGBXNCT-UHFFFAOYSA-N,COc1ccc(cc1)C(=O)N2CCc3cc4OCCCOc4cc3C2C,Organic_compounds,Organoheterocyclic_compounds,Isoquinolines_and_derivatives,Benzylisoquinolines,Benzylisoquinolines,,,Alkaloids,0,KM_0,KM_13,KM_0,KM_23,KM_23,KM_23,KM_23,KM_23,KM_23
545,AMJALMUHGMYUPN-UHFFFAOYSA-N,O=C(COc1ccc2c(cc(=O)oc2c1)c3ccccc3)NCCCn4ccnc4,Organic_compounds,Phenylpropanoids_and_polyketides,Neoflavonoids,Neoflavones,Neoflavones,,Coumarins,Alkaloids;_Shikimates_and_Phenylpropanoids,0,KM_6,KM_9,KM_12,KM_24,KM_18,KM_27,KM_42,KM_33,KM_3
546,XYCSWDLNRXCFHA-UHFFFAOYSA-N,CC(C)(C=C)c1c2occc2c(O)c3ccc(=O)oc13,Organic_compounds,Phenylpropanoids_and_polyketides,Coumarins_and_derivatives,Furanocoumarins,5-hydroxypsoralens,Furocoumarins;_Simple_coumarins,Coumarins,Shikimates_and_Phenylpropanoids,0,KM_6,KM_7,KM_13,KM_20,KM_25,KM_20,KM_31,KM_42,KM_89
547,SBHXYTNGIZCORC-UHFFFAOYSA-N,Oc1cc(O)c2C(=O)CC(Oc2c1)c3ccc(O)c(O)c3,Organic_compounds,Phenylpropanoids_and_polyketides,Flavonoids,Flavans,Flavanones,Flavanones,Flavonoids,Shikimates_and_Phenylpropanoids,0,KM_7,KM_10,KM_10,KM_25,KM_15,KM_11,KM_11,KM_11,KM_32
548,ZLSJYJQIKNDMBX-UIOOFZCWSA-N,Cc1cccc(NC(=O)[C@H](Cc2c[nH]c3ccccc23)NC(=O)[C@@H]4Cc5ccccc5CN4)c1,Organic_compounds,Organic_acids_and_derivatives,Carboxylic_acids_and_derivatives,"Amino_acids,_peptides,_and_analogues",Dipeptides,,,Alkaloids;_Amino_acids_and_Peptides,0,KM_4,KM_5,KM_7,KM_7,KM_7,KM_12,KM_21,KM_21,KM_88
549,MASKHUXEBQKXCA-UHFFFAOYSA-N,Cc1c(C)c2c(OCC(=O)Nc3cccnc3)cc4OC(C)(C)CCc4c2oc1=O,Organic_compounds,Phenylpropanoids_and_polyketides,Coumarins_and_derivatives,Pyranocoumarins,Angular_pyranocoumarins,Simple_coumarins,Coumarins,Shikimates_and_Phenylpropanoids,0,KM_2,KM_14,KM_19,KM_17,KM_17,KM_17,KM_20,KM_17,KM_62
550,SXTGVXKFOVZYIK-UHFFFAOYSA-N,ON1CCCCCNC(=O)CCC(=O)N(O)CCCCNC(=O)CCC(=O)N(O)CCCCCNC(=O)CCC1=O,Organic_compounds,Phenylpropanoids_and_polyketides,Macrolactams,,Macrolactams,Cyclic_peptides,Oligopeptides,Amino_acids_and_Peptides,0,KM_9,KM_7,KM_23,KM_13,KM_13,KM_0,KM_25,KM_49,KM_56
551,IBTJOOKSKXYREZ-OAHLLOKOSA-N,OC(=O)[C@@H](Cc1ccccc1)NC(=O)CNC(=O)N2CC(=O)Nc3ccccc23,Organic_compounds,Organic_acids_and_derivatives,Carboxylic_acids_and_derivatives,"Amino_acids,_peptides,_and_analogues",Dipeptides,Tripeptides,Small_peptides,Amino_acids_and_Peptides,0,KM_8,KM_17,KM_14,KM_8,KM_29,KM_8,KM_2,KM_46,KM_59
552,UKKHCHPPOXFENX-MBSDFSHPSA-N,CC(C)[C@H](N1C(=O)N2CCc3c([nH]c4ccccc34)[C@@]2(C)C1=O)C(=O)N5CCCC5,Organic_compounds,Organic_acids_and_derivatives,Carboxylic_acids_and_derivatives,"Amino_acids,_peptides,_and_analogues",Dipeptides,Carboline_alkaloids,Tryptophan_alkaloids,Alkaloids,0,KM_9,KM_4,KM_4,KM_4,KM_4,KM_4,KM_4,KM_4,KM_38
553,JGZOXTSCOZGQNQ-UHFFFAOYSA-N,COc1cc2cc(Oc3ccc4ccc(=O)oc4c3)c(=O)oc2cc1OC(=O)C,Organic_compounds,Phenylpropanoids_and_polyketides,Coumarins_and_derivatives,,Coumarins_and_derivatives,Simple_coumarins,Coumarins,Shikimates_and_Phenylpropanoids,0,KM_6,KM_10,KM_8,KM_9,KM_18,KM_27,KM_42,KM_33,KM_3
554,FFQIKUBCTCLQFD-KUHUBIRLSA-N,COc1ccc(CNC(=O)[C@@H](C)NC(=O)[C@@H]2Cc3ccccc3CN2)cc1,Organic_compounds,Organic_acids_and_derivatives,Carboxylic_acids_and_derivatives,"Amino_acids,_peptides,_and_analogues",Dipeptides,Tripeptides,Small_peptides,Amino_acids_and_Peptides,0,KM_5,KM_17,KM_14,KM_15,KM_21,KM_2,KM_28,KM_22,KM_64
555,JGCSKOVQDXEQHI-UHFFFAOYSA-N,OC(=O)c1cccc2nc3ccccc3nc12,Organic_compounds,Organoheterocyclic_compounds,Diazanaphthalenes,Benzodiazines,Phenazines_and_derivatives,Phenazine_alkaloids,Anthranilic_acid_alkaloids,Alkaloids,0,KM_7,KM_11,KM_20,KM_0,KM_33,KM_37,KM_37,KM_37,KM_98
556,GIJHDGJRTUSBJR-UHFFFAOYSA-N,Oc1c2ccoc2cc3oc(=O)ccc13,Organic_compounds,Phenylpropanoids_and_polyketides,Coumarins_and_derivatives,Furanocoumarins,5-hydroxypsoralens,Furocoumarins;_Simple_coumarins,Coumarins,Shikimates_and_Phenylpropanoids,0,KM_7,KM_11,KM_13,KM_20,KM_25,KM_20,KM_7,KM_20,KM_58
557,YSOKENZJQWPLRA-UXBLZVDNSA-N,COc1ccc(C(=O)/C=C/c2ccc(O)cc2)c(O)c1CC(O)C(=C)C,Organic_compounds,Phenylpropanoids_and_polyketides,"Linear_1,3-diarylpropanoids",Chalcones_and_dihydrochalcones,3-prenylated_chalcones,Chalcones,Flavonoids,Shikimates_and_Phenylpropanoids,0,KM_8,KM_12,KM_13,KM_20,KM_25,KM_20,KM_7,KM_20,KM_20
558,AQALIPJQSSFUAL-OLRZCDJHSA-N,COc1ccc2[nH]c3c(CCN4C(=O)N([C@@H](C)C(=O)NCCc5ccc(OC)c(OC)c5)C(=O)[C@@]43C)c2c1,Organic_compounds,Organic_acids_and_derivatives,Carboxylic_acids_and_derivatives,"Amino_acids,_peptides,_and_analogues",Dipeptides,Carboline_alkaloids,Tryptophan_alkaloids,Alkaloids,0,KM_9,KM_4,KM_4,KM_4,KM_4,KM_4,KM_4,KM_4,KM_86
559,RRXMJLPXLBCNAU-MOPGFXCFSA-N,Cc1coc2c(C)c3oc(=O)c(CCC(=O)N4C[C@H]5C[C@@H](C4)c6cccc(=O)n6C5)c(C)c3cc12,Organic_compounds,Phenylpropanoids_and_polyketides,Coumarins_and_derivatives,Furanocoumarins,Psoralens,Simple_coumarins,Coumarins,Shikimates_and_Phenylpropanoids,0,KM_6,KM_16,KM_5,KM_26,KM_5,KM_36,KM_36,KM_36,KM_36
560,PMTSPAGBAFCORP-UHFFFAOYSA-N,COC1C(O)C(C)OC(OC2CCC3(C=O)C(CCC4C3CCC5(C)C(CCC45O)C6=CC(=O)OC6)C2)C1O,Organic_compounds,Lipids_and_lipid-like_molecules,Steroids_and_steroid_derivatives,Steroid_lactones,Cardenolide_glycosides_and_derivatives,Cardenolides,Steroids,Terpenoids,1,KM_3,KM_2,KM_2,KM_21,KM_2,KM_38,KM_17,KM_25,KM_17
561,PMTSPAGBAFCORP-UHFFFAOYSA-N,COC1C(O)C(C)OC(OC2CCC3(C=O)C(CCC4C3CCC5(C)C(CCC45O)C6=CC(=O)OC6)C2)C1O,Organic_compounds,Lipids_and_lipid-like_molecules,Steroids_and_steroid_derivatives,Steroid_lactones,Cardenolide_glycosides_and_derivatives,Cardenolides,Steroids,Terpenoids,1,KM_9,KM_15,KM_17,KM_16,KM_22,KM_0,KM_25,KM_49,KM_92
562,NAPKGJSMGPEKOJ-UHFFFAOYSA-N,COc1ccc(cc1OC)c2c(NC(=O)c3ccco3)oc4ccccc4c2=O,Organic_compounds,Phenylpropanoids_and_polyketides,Isoflavonoids,O-methylated_isoflavonoids,4'-O-methylisoflavones,,,Shikimates_and_Phenylpropanoids,0,KM_6,KM_6,KM_6,KM_6,KM_18,KM_6,KM_42,KM_33,KM_12
563,JBQIHOASDQXPJU-GNKBHMEESA-N,CC(C)[C@@H]1N(C(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@@H](Cc3ccccc3)C(=O)O)c4ccccc4NC1=O,Organic_compounds,Organic_acids_and_derivatives,Carboxylic_acids_and_derivatives,"Amino_acids,_peptides,_and_analogues",Dipeptides,Tripeptides,Small_peptides,Amino_acids_and_Peptides,0,KM_8,KM_8,KM_11,KM_14,KM_14,KM_10,KM_12,KM_15,KM_63
564,MFFGCTAVWWFSEP-VXKWHMMOSA-N,OC(=O)[C@H](Cc1ccccc1)NC(=O)[C@H](Cc2ccccc2)NC(=O)N3CC(=O)Nc4ccccc34,Organic_compounds,Organic_acids_and_derivatives,Carboxylic_acids_and_derivatives,"Amino_acids,_peptides,_and_analogues",Dipeptides,Tripeptides,Small_peptides,Amino_acids_and_Peptides,0,KM_8,KM_17,KM_14,KM_8,KM_21,KM_2,KM_28,KM_22,KM_59
565,SCPWBQOBRNGQOO-MSOLQXFVSA-N,Cc1cc(C)cc(NC(=O)CCNC(=O)N2C[C@H]3C[C@@H](C2)c4cccc(=O)n4C3)c1,Organic_compounds,Alkaloids_and_derivatives,Lupin_alkaloids,Cytisine_and_derivatives,Cytisine_and_derivatives,Pyridine_alkaloids;_Quinolizidine_alkaloids,Lysine_alkaloids;_Nicotinic_acid_alkaloids,Alkaloids,0,KM_8,KM_12,KM_22,KM_12,KM_12,KM_35,KM_35,KM_45,KM_69
566,WAXVGUHXLGWVHX-UHFFFAOYSA-N,COc1ccc2c(C)c(CCC(=O)NC3CC3)c(=O)oc2c1,Organic_compounds,Phenylpropanoids_and_polyketides,Coumarins_and_derivatives,,Coumarins_and_derivatives,Simple_coumarins,Coumarins,Shikimates_and_Phenylpropanoids,0,KM_8,KM_17,KM_14,KM_12,KM_21,KM_2,KM_28,KM_22,KM_57
567,KBDSLGBFQAGHBE-DZHSFBCMSA-N,CC1(C)O[C@H]2CC(=O)OCC23[C@H]1CC(=O)[C@]4(C)[C@@H]3CC[C@@]5(C)[C@@H](OC(=O)[C@H]6O[C@]654)c7ccoc7,Organic_compounds,Lipids_and_lipid-like_molecules,Prenol_lipids,Triterpenoids,Limonoids,Limonoids,Triterpenoids,Terpenoids,0,KM_9,KM_2,KM_2,KM_21,KM_22,KM_1,KM_26,KM_2,KM_40
568,AKNNEGZIBPJZJG-UHFFFAOYSA-N,COc1ccc2C(OC(=O)c2c1OC)C3N(C)CCc4cc5OCOc5c(OC)c34,Organic_compounds,Alkaloids_and_derivatives,Phthalide_isoquinolines,,Phthalide_isoquinolines,Isoquinoline_alkaloids;_Tetrahydroisoquinoline_alkaloids,Tyrosine_alkaloids,Alkaloids,0,KM_1,KM_15,KM_8,KM_9,KM_26,KM_22,KM_22,KM_39,KM_93
569,NXJCRELRQHZBQA-UHFFFAOYSA-N,COc1cc(OC)c2ccc(=O)oc2c1,Organic_compounds,Phenylpropanoids_and_polyketides,Coumarins_and_derivatives,,Coumarins_and_derivatives,Simple_coumarins,Coumarins,Shikimates_and_Phenylpropanoids,0,KM_7,KM_11,KM_20,KM_10,KM_33,KM_37,KM_0,KM_0,KM_73
570,IGWDEVSBEKYORK-UHFFFAOYSA-N,CC(=CCOc1c2ccoc2cc3oc(=O)ccc13)C,Organic_compounds,Phenylpropanoids_and_polyketides,Coumarins_and_derivatives,Furanocoumarins,Psoralens,Furocoumarins,Coumarins,Shikimates_and_Phenylpropanoids,0,KM_7,KM_11,KM_13,KM_20,KM_25,KM_20,KM_7,KM_20,KM_58
571,OWOGLAPMVNTXNL-UHFFFAOYSA-M,COC(=O)c1ccc[n+](CCc2c[nH]c3ccccc23)c1.[Br-],Organic_compounds,Organoheterocyclic_compounds,Indoles_and_derivatives,Indoles,3-alkylindoles,Simple_indole_alkaloids,Tryptophan_alkaloids,Alkaloids,0,KM_5,KM_17,KM_14,KM_8,KM_21,KM_26,KM_28,KM_32,KM_35
572,UZARRKIDXRIWGF-FPGGMFCHSA-N,COc1ccc2C(OC(=O)c2c1OC)N3[C@@H](CCC3=O)C(=O)NCC4CCCO4,Organic_compounds,Organic_acids_and_derivatives,Carboxylic_acids_and_derivatives,"Amino_acids,_peptides,_and_analogues",Proline_and_derivatives,,,Alkaloids,0,KM_7,KM_11,KM_20,KM_10,KM_33,KM_37,KM_37,KM_37,KM_37
573,PVVORTURQPBPEQ-UHFFFAOYSA-N,COc1ccc(cc1)c2coc3cc(OC)cc(OC)c3c2=O,Organic_compounds,Phenylpropanoids_and_polyketides,Isoflavonoids,O-methylated_isoflavonoids,7-O-methylisoflavones,Isoflavones,Isoflavonoids,Shikimates_and_Phenylpropanoids,0,KM_6,KM_6,KM_6,KM_6,KM_11,KM_6,KM_6,KM_9,KM_97
574,YZEVRMVIDNBZOD-UHFFFAOYSA-N,Cc1cc(OCC(=O)N2CCC(CC2)(C(=O)O)c3ccccc3)c4c(C)cc(=O)oc4c1,Organic_compounds,Organoheterocyclic_compounds,Piperidines,Phenylpiperidines,Phenylpiperidines,Simple_coumarins,Coumarins,Shikimates_and_Phenylpropanoids,0,KM_8,KM_12,KM_22,KM_12,KM_12,KM_9,KM_43,KM_43,KM_43
575,QPCYNIYZPDJCMB-UHFFFAOYSA-N,COC1=CC(=O)CC(C)C21Oc3cc(OC)cc(OC)c3C2=O,Organic_compounds,Organoheterocyclic_compounds,Benzofurans,,Benzofurans,Griseofulvins,Aromatic_polyketides,Polyketides,0,KM_1,KM_15,KM_8,KM_9,KM_6,KM_22,KM_15,KM_5,KM_72
576,NYSWMDVOIOZBRW-UHFFFAOYSA-N,COc1ccc(cc1)c2cc(=O)oc3cc(OC(C)C(=O)NC4CC4)ccc23,Organic_compounds,Phenylpropanoids_and_polyketides,Neoflavonoids,Neoflavones,Neoflavones,Simple_coumarins,Coumarins,Shikimates_and_Phenylpropanoids,0,KM_6,KM_6,KM_6,KM_6,KM_11,KM_6,KM_6,KM_9,KM_97
577,CNJJMBLXGCDBGS-LQWHRVPQSA-N,CSCC[C@H](NC(=O)N1C[C@H]2C[C@@H](C1)c3cccc(=O)n3C2)C(=O)Nc4ccc(NC(=O)C)cc4,Organic_compounds,Organic_acids_and_derivatives,Carboxylic_acids_and_derivatives,"Amino_acids,_peptides,_and_analogues",Methionine_and_derivatives,Pyridine_alkaloids;_Quinolizidine_alkaloids,Lysine_alkaloids;_Nicotinic_acid_alkaloids,Alkaloids,0,KM_8,KM_12,KM_22,KM_12,KM_12,KM_35,KM_35,KM_35,KM_99
578,NRROIDLNDMOCRB-FXMQYSIJSA-N,CC(Oc1ccc2c3CCCCc3c(=O)oc2c1)C(=O)N[C@@H](Cc4ccccc4)C(=O)O,Organic_compounds,Organic_acids_and_derivatives,Carboxylic_acids_and_derivatives,"Amino_acids,_peptides,_and_analogues",Phenylalanine_and_derivatives,Simple_coumarins,Coumarins,Shikimates_and_Phenylpropanoids,0,KM_2,KM_7,KM_21,KM_29,KM_34,KM_26,KM_41,KM_29,KM_51
579,IYRMWMYZSQPJKC-UHFFFAOYSA-N,Oc1ccc(cc1)c2oc3cc(O)cc(O)c3c(=O)c2O,Organic_compounds,Phenylpropanoids_and_polyketides,Flavonoids,Flavones,Flavonols,Flavonols,Flavonoids,Shikimates_and_Phenylpropanoids,0,KM_6,KM_10,KM_10,KM_25,KM_15,KM_11,KM_18,KM_6,KM_14
580,JXLKCKHEADTSCK-UXLAOXSESA-N,CCC(C)[C@H](NC(=O)[C@@H]1Cc2c([nH]c3ccccc23)C4N1C(=O)c5ccccc45)C(=O)N6CCC[C@@H]6C(=O)O,Organic_compounds,Organic_acids_and_derivatives,Carboxylic_acids_and_derivatives,"Amino_acids,_peptides,_and_analogues",Oligopeptides,,,Amino_acids_and_Peptides,0,KM_9,KM_18,KM_18,KM_18,KM_1,KM_16,KM_1,KM_8,KM_74
581,WFSYATBEJTUDQA-QCGXMQLOSA-N,C[C@H]1CC=C[C@H]2[C@H](O)C(=C(C)[C@H]3[C@H](Cc4ccccc4)NC(=O)[C@]32[C@H](OC(=O)C)C=C[C@](C)(O)C1)C,Organic_compounds,Alkaloids_and_derivatives,Cytochalasans,,Cytochalasans,Cytochalasan_alkaloids,Pseudoalkaloids,Alkaloids,0,KM_9,KM_4,KM_17,KM_16,KM_20,KM_0,KM_25,KM_49,KM_38
582,NHEMQBHHQZAHQY-HMTLIYDFSA-N,CC(C)C[C@H](NC(=O)C1CCCN1C(=O)C2CCN(CC2)S(=O)(=O)c3ccc(C)cc3)C(=O)NCC(=O)N,Organic_compounds,Organic_acids_and_derivatives,Peptidomimetics,Hybrid_peptides,Hybrid_peptides,Tripeptides,Small_peptides,Amino_acids_and_Peptides,0,KM_1,KM_18,KM_18,KM_18,KM_13,KM_16,KM_1,KM_8,KM_2
583,SHZFSEANVASGEO-BVOOQYFDSA-N,Cc1ccc(cc1)C2N3[C@@H](Cc4c2[nH]c5ccccc45)C(=O)N(C3=O)c6ccccc6C(=O)N7CCC(CC7)C(=O)O,Organic_compounds,Benzenoids,Benzene_and_substituted_derivatives,Benzoyl_derivatives,1-benzoylpiperidines,Carboline_alkaloids,Tryptophan_alkaloids,Alkaloids,0,KM_9,KM_15,KM_17,KM_16,KM_20,KM_14,KM_8,KM_26,KM_19
584,CNIQBOIAFPJSOT-KRWDZBQOSA-N,CCCCc1cc(=O)oc2c3CCC(C)(C)Oc3cc(OCC(=O)N4CCC[C@H]4C(=O)O)c12,Organic_compounds,Phenylpropanoids_and_polyketides,Coumarins_and_derivatives,Pyranocoumarins,Angular_pyranocoumarins,Simple_coumarins,Coumarins,Shikimates_and_Phenylpropanoids,0,KM_2,KM_14,KM_16,KM_27,KM_1,KM_29,KM_9,KM_18,KM_79
585,PSINWXIDJYEXLO-UHFFFAOYSA-N,CCc1ncc(C)nc1CC,Organic_compounds,Organoheterocyclic_compounds,Diazines,Pyrazines,Pyrazines,Pyrazine_and_Piperazine_alkaloids,Tetramate_alkaloids;_Peptide_alkaloids,Alkaloids;_Amino_acids_and_Peptides,0,KM_0,KM_13,KM_0,KM_23,KM_23,KM_23,KM_23,KM_23,KM_23
586,LQSGRURSAZWYKP-PXBFGDCASA-N,CCC(C)[C@H](NC(=O)N1[C@@H](C(C)C)C(=O)Nc2ccccc12)C(=O)N[C@@H](Cc3ccccc3)C(=O)O,Organic_compounds,Organic_acids_and_derivatives,Carboxylic_acids_and_derivatives,"Amino_acids,_peptides,_and_analogues",Dipeptides,Dipeptides,Small_peptides,Amino_acids_and_Peptides,0,KM_8,KM_8,KM_11,KM_14,KM_14,KM_10,KM_12,KM_15,KM_63
587,ONJGGHDJNTVGQI-UHFFFAOYSA-N,COc1cccc(CNC(=O)COc2cc3OC(C)(C)CCc3c4oc(=O)cc(C)c24)c1,Organic_compounds,Phenylpropanoids_and_polyketides,Coumarins_and_derivatives,Pyranocoumarins,Angular_pyranocoumarins,Simple_coumarins,Coumarins,Shikimates_and_Phenylpropanoids,0,KM_2,KM_13,KM_19,KM_17,KM_19,KM_30,KM_34,KM_14,KM_12
588,ZXLDQJLIBNPEFJ-UHFFFAOYSA-N,COc1ccc2c3CCNC(C)c3[nH]c2c1,Organic_compounds,Alkaloids_and_derivatives,Harmala_alkaloids,,Harmala_alkaloids,Carboline_alkaloids,Tryptophan_alkaloids,Alkaloids,0,KM_4,KM_5,KM_7,KM_7,KM_31,KM_24,KM_24,KM_35,KM_70
589,VNEKXOPNBTZWCO-PKOBYXMFSA-N,CSCC[C@H](NC(=O)N1CCn2c1nc3ccccc23)C(=O)N[C@@H](C(=O)O)c4ccccc4,Organic_compounds,Organic_acids_and_derivatives,Carboxylic_acids_and_derivatives,"Amino_acids,_peptides,_and_analogues",Dipeptides,Dipeptides,Small_peptides,Amino_acids_and_Peptides,0,KM_4,KM_17,KM_14,KM_15,KM_8,KM_5,KM_32,KM_28,KM_65
590,IAYOHSHBLLHXFB-CMDGGOBGSA-N,COc1cc(OC)c(C(=O)/C=C/c2ccccc2)c(O)c1O,Organic_compounds,Phenylpropanoids_and_polyketides,"Linear_1,3-diarylpropanoids",Chalcones_and_dihydrochalcones,2'-Hydroxychalcones,Chalcones,Flavonoids,Shikimates_and_Phenylpropanoids,0,KM_6,KM_10,KM_10,KM_25,KM_15,KM_11,KM_11,KM_11,KM_11
591,IDYLZBMYUOISRS-UHFFFAOYSA-N,Cc1coc2cc3oc(=O)c(CCC(=O)NCc4ccccn4)c(C)c3cc12,Organic_compounds,Phenylpropanoids_and_polyketides,Coumarins_and_derivatives,Furanocoumarins,Psoralens,Furocoumarins;_Simple_coumarins,Coumarins,Shikimates_and_Phenylpropanoids,0,KM_6,KM_16,KM_5,KM_26,KM_5,KM_27,KM_31,KM_42,KM_28
